Ticker,Razão Social,CNPJ,Nome Pregão,Segmento,Cotas emitidas,Descrição,Link de Acesso,Público alvo,Segmento ANBIMA,Número de cotistas,Tipo de gestão,Prazo de duração,Tipo ANBIMA,Administrador,CNPJ Administrador,Telefone Administrador,Email Administrador,Site Administrador,Data de constituição do fundo,Valor inicial da cota (IPO),Registro na CVM
JGPX11,FDO INV CADEIAS PROD AGROIND JGP CRED,42.888.292/0001-90,FIAGRO JGP,Indefinido,2.141.248,,https://www.fundsexplorer.com.br/funds/JGPX11,Investidores em Geral,Híbrido,7.334,Ativa,Indeterminado,Híbrido,BANCO DAYCOVAL S.A.,62.232.889/0001-90,(11)3138-0921,middlesmc@bancodaycoval.com.br,https://www.daycoval.com.br/institucional/mercado-de-capitais,,,
JMBI11,INFRA JMBI,55.276.939/0001-75,INFRA JMBI,Outros,,,https://www.fundsexplorer.com.br/funds/JMBI11,,,,,,,,,,,,,,
JPPA11,JPP ALLOCATION MOGNO - FDO INV IMOB,30.982.880/0001-00,FII JPPMOGNO,Papéis,904.050,"JPPA11: JPP ALLOCATION MOGNO - FDO INV IMOB        


JPPA11 – Um fundo de CRI

O JPPA11 é um fundo imobiliário do tipo papel. Seus investimentos são focados em títulos de dívida imobiliária e outros valores mobiliários. Dentre os títulos permitidos, os mais comuns são os certificados de recebíveis imobiliários (CRI).

O  JPP Allocation Mogno FII (JPPA11) é um fundo de investimento imobiliário do tipo ANBIMA gestão ativa de segmento títulos e valores mobiliários. É constituído sob a forma de condomínio fechado, regido pelo seu regulamento e pelas disposições legais e regulamentares que lhe forem aplicáveis.

Características do fundo JPPA11

O JPP Allocation Mogno FII (JPPA11) foi criado em 22 de junho de 2018. Ele poderá alocar até 100% do patrimônio líquido em Certificados de Recebíveis Imobiliários (CRI), observadas as características básicas e os critérios de elegibilidade estabelecidos em seu “Regulamento”.

Entre os ativos que o fundo pode investir, estão inclusos: CRI, cotas de FII, cotas de FIDC; LCI ou LIG e outros títulos e valores mobiliários.

A rentabilidade alvo do JPPA11 é o IMA-B 5 - índice formado pelos títulos públicos que compõem a dívida pública interna - divulgado pela ANBIMA, acrescida de 0,50% ao ano.

O fundo é administrado pelo Vórtx Distribuidora de Valores e Títulos Mobiliários, sendo a JPPCapital Gestão de Recursos Ltda a responsável por sua gestão.

As cotas do JPP Allocation Mogno FII são negociadas com o código (ticker) JPPA11 no mercado de bolsa da B3 - Brasil, Bolsa e Balcão.

Sua taxa de administração é 0,20%a.a. sobre patrimônio líquido ou valor de mercado do fundo se o fundo fizer parte de índice de mercado (IFIX).

O JPPA11 distribuirá aos cotistas, independentemente da realização de Assembleia Geral de Cotistas, no mínimo 95% dos lucros auferidos pelo fundo, apurados segundo o regime de caixa, com base em balanço ou balancete semestral encerrado em 30 de junho e 31 de dezembro de cada ano e calculados com base nas disponibilidades de caixa existentes

Havendo resultado a ser distribuído aos cotistas, o administrador informará a data base de tal apuração para os cotistas que receberão os proventos. A data de pagamento deverá ser até o 10º dia útil subsequente ao término do referido período de apuração.

JPP Allocation Mogno FII – JPPA11

As aplicações realizadas no fundo não contam com garantia do Administrador ou do Fundo Garantidor de Crédito, não podendo o administrador ser responsabilizado por eventuais depreciações dos ativos que compõem a carteira do fundo.

Portanto, é recomendado a leitura cuidadosa do prospecto e do regulamento do fundo de investimento pelo investidor ao aplicar seus recursos.

Para conferir outros dados e indicadores do JPPA11, continue navegando em nosso site. Temos todas as informações necessárias disponíveis aqui.",https://www.fundsexplorer.com.br/funds/JPPA11,Investidores em Geral,Híbrido,8.006,Ativa,Indeterminado,Títulos e Valores Mobiliários,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,03.317.692/0001-94,(11) 3526 9001,atendimento@finaxis.com.br,http://finaxis.com.br/,,,
JPPC11,JPP Capital,17.216.625/0001-98,JPP Capital,Fundo de Desenvolvimento,55.000,"JPPC11: JPP Capital        

        Fundo Fechado, com prazo de duração de 06 anos, sendo 02 anos de período de investimento e 04 anos de período de desinvestimento.",https://www.fundsexplorer.com.br/funds/JPPC11,Investidores em Geral,Híbrido,89,Ativa,Determinado,Híbrido,BANCO FINAXIS S.A.,11.758.741/0001-52,(41) 3074-0909,atendimento@finaxis.com.br,http://finaxis.com.br/,03/05/2013,,
JRDM11,Shopping Jardim Sul,14.879.856/0001-93,Shopping Jardim Sul,Shoppings,2.522.968,"JRDM11: Shopping Jardim Sul        


JRDM11 –
Um FII Mono Ativo De Multi Inquilinos 


JRDM11
é um fundo imobiliário do tipo tijolo. Seus investimentos são destinados
majoritariamente em empreendimentos de shoppings.

Fundos
de tijolo como 
JRDM11
 possuem essa característica pelo motivo de
obterem imóveis físicos, podendo o fundo rentabilizar através da compra ou
construção para gerar aluguéis ou também ganhar com a venda dos imóveis.

O 
FII Shopping Jardim Sul
 é um fundo de investimento imobiliário do tipo ANBIMA renda
gestão passiva de segmento shoppings. É constituído sob a forma de condomínio
fechado, com prazo de duração indeterminado, sendo regido por seu regulamento e
pelas disposições legais que lhe forem aplicáveis.


Características
do fundo JRDM11


O 
Fundo
Imobiliário 
Shopping Jardim Sul
 foi
constituído em janeiro de 2012 e tem por objetivo o investimento em empreendimentos
imobiliários do tipo Shopping Center, por meio da aquisição de até 40,00% do
Shopping Jardim Sul e até 40% dos direitos aquisitivos relativos às Vagas de
Garagem 1 e às Vagas de Garagem 2.

O Shopping Jardim Sul e as Vagas
são denominados imóveis-alvo. O Shopping Jardim Sul tem a finalidade de locação
e as Vagas de, eventual, exploração de estacionamento. O fundo também poderá
investir em outros ativos-alvo elencados no artigo 4º do seu regulamento.

Seus recursos serão aplicados,
sob a gestão da administradora, segundo uma política de investimentos definida
de forma a proporcionar ao cotista uma remuneração para o investimento
realizado.

É administrado pela BTG Pactual
Serviços Financeiros S.A. DTVM, instituição financeira com sede na cidade do
Rio de Janeiro.

As
cotas do 
FII Shopping Jardim Sul
 são
negociadas com o código (ticker) 
JRDM11
 no mercado de bolsa da
B3 - Brasil, Bolsa e Balcão.

Sua
taxa de administração é de 0,20% ao ano sobre patrimônio líquido ou
valor de mercado do fundo se o fundo fizer parte de índice de mercado (IFIX) com
mínimo de R$ 30.000,00 mensais corrigido pelo IGPM.

A política de distribuição de 
rendimentos do
JRDM11 
deve distribuir a seus cotistas, no mínimo, 95% dos resultados
auferidos, apurados segundo o regime de caixa.

O resultado auferido num
determinado período será distribuído mensalmente, até o 10º dia útil do mês
subsequente ao recebimento da receita, a título de antecipação dos resultados a
serem distribuídos.

Eventual saldo de resultado
porventura não distribuído terá a destinação que lhe der a assembleia geral de
cotistas, com base em proposta e justificativa apresentada pela administradora.


FII Shopping Jardim Sul - JRDM11


As aplicações realizadas no fundo
não contam com garantia do Administrador ou do Fundo Garantidor de Crédito, não
podendo o administrador ser responsabilizado por eventuais depreciações dos
ativos que compõem a carteira do fundo.

Portanto, é recomendado a leitura cuidadosa do prospecto e
do regulamento do fundo de investimento pelo investidor ao aplicar seus
recursos.

Para conferir outros dados e indicadores do 
JRDM11
,
continue navegando em nosso site. Temos todas as informações necessárias
disponíveis aqui.",https://www.fundsexplorer.com.br/funds/JRDM11,Investidores em Geral,Shoppings,4.001,Passiva,Indeterminado,Renda,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,07.253.654/0001-76,(11) 5412-5400,dtvm@hedgeinvest.com.br,www.hedgeinvest.com.br,17/07/2012,,
JRDM11B,,,,Indefinido,,"JRDM11B: FII SHOPJSUL        

        O FUNDO DE INVESTIMENTO IMOBILIÁRIO – FII SHOPPING JARDIM SUL, foi constituído sob a forma de condomínio fechado, com prazo de duração indeterminado,
por seu regulamento e pelas disposições legais e regulamentares que lhe forem aplicáveis.",https://www.fundsexplorer.com.br/funds/JRDM11B,,,,,,,,,,,,,,
JSAF11,JS ATIVOS FINANCEIROS,42.085.661/0001-07,FII JS A FIN,Fundo de Fundos,7.752.329,"JSAF11: JS ATIVOS FINANCEIROS FUNDO DE INVESTIMENTO IMOBIL        

        JSAF11 é um Fundo Imobiliário de títulos e valores mobiliários com gestão ativa daSafra Asset. O fundo
investe preponderantemente em: cotas de outros FIIs, títulos de dívidas imobiliárias (CRI) e ações do segmento
imobiliário listadas em bolsa.

O JS Ativos Financeiros (
JSAF11
) é um fundo Imobiliário com gestão ativa e mandato amplo, podendo
alocar seus recursos em títulos e valores mobiliários como em: (I) cotas de outros FIIs, (II) Certificados de
Recebíveis Imobiliários (CRIs), (III) ações de empresas do setor imobiliário, (IV) outros ativos conforme previsto no
parágrafo 1º do Artigos 8º e 9º do regulamento.

O objetivo do fundo é distribuir renda aos cotistas através do recebimento de receitas decorrentes dos
rendimentos e ganho de capital.

O amplo mandato do 
JS Ativos Financeiros
 permite que a gestão do fundo adéque seu portfólio para
cada fase do ciclo
imobiliário. O fundo pode adquirir CRIs para proteção contra a inflação e elevação da taxa Selic; cotas de outros FIIs
visando recebimento recorrente de aluguéis; e ações do setor imobiliário que permitem a potencialização dos
rendimentos distribuídos aos cotistas do fundo.

Histórico da gestão do fundo JSAF11

<p"">O JSAF11 tem gestão ativa da 
Safra Asset
. Empresa do 
Grupo J. Safra
 que conta com mais de
180 anos de história.

Fundada em 1974, a Safra Asset é reconhecida pelo controle de risco e gestão de portfólio de
investimentos. Atualmente, tem aproximadamente R$ 100 bilhões em patrimônio e recebeu avaliação excelente por parte da
agência Moody ́s América Latina, em maio de 2020.

JS Ativos Financeiros - JSAF11

As aplicações realizadas no fundo, não contam com garantia do Administrador ou do Fundo Garantidor de
Crédito, não podendo o administrador ser responsabilizado por eventuais depreciações dos ativos que compõem a carteira
do fundo.

Portanto, é recomendado a leitura cuidadosa do prospecto e do regulamento do fundo de investimento pelo
investidor ao aplicar seus recursos.

Para conferir outros dados e indicadores do 
JSAF11
, continue navegando em nosso site. Temos todas
as informações necessárias disponíveis aqui.",https://www.fundsexplorer.com.br/funds/JSAF11,Investidores em Geral,Títulos e Valores Mobiliários,16.065,Ativa,Indeterminado,Títulos e Valores Mobiliários,BANCO J. SAFRA S.A.,03.017.677/0001-20,0300 105 12340800 772 5755,SAFRA.ASSET@SAFRA.COM.BR,https://www.safra.com.br/safra-asset/fundo-imobiliario/jscr11.htm,,,
JSCR11,FII JSCR,54.866.214/0001-74,FII JSCR,Papéis,2.213.710,,https://www.fundsexplorer.com.br/funds/JSCR11,Investidores em Geral,Títulos e Valores Mobiliários,2.904,Ativa,Indeterminado,Híbrido,BANCO J. SAFRA S.A.,03.017.677/0001-20,0300 105 12340800 772 5755,SAFRA.ASSET@SAFRA.COM.BR,https://www.safra.com.br/safra-asset/fundo-imobiliario/jscr11.htm,,,
JSRE11,JS Real Estate Multigestão,13.371.132/0001-71,JS Real Estate Multigestão,Misto,20.767.328,"JSRE11: JS Real Estate Multigestão        


JSRE11 – Um
FII Que Investe Em Todos Os Segmentos Do Mercado Imobiliário


JSRE11 é um fundo imobiliário do tipo híbrido. Seus
investimentos podem ser compostos por todos os segmentos de investimento do
mercado imobiliário.

Fundos híbridos como o 
JSRE11
 são também conhecidos
como fundos mistos pelo fato de obterem portfólios com grande diversificação de
ativos.

O 
FII JS Real Estate Multigestão
 é um fundo de
investimento imobiliário do tipo ANBIMA híbrido gestão ativa de segmento
híbrido. É constituído sob a forma de condomínio fechado, com prazo de duração
indeterminado, regido pelas disposições legais e regulamentares que lhe forem
aplicáveis.


Características
do fundo JSRE11


O 
Fundo Imobiliário JS Real Estate Multigestão
 foi constituído
em fevereiro de 2011 e tem por objeto o investimento em ativos imobiliários,
por meio da aquisição de quaisquer um dos ativos alvo, conforme definidos no
Parágrafo 1º do Artigo 7º em seu regulamento.

Sua política básica é realizar investimentos imobiliários de
longo prazo, objetivando auferir rendimentos oriundos das cotas de outros Fiis,
ganho de capital nas negociações de cotas de Fiis e rendimentos dos CRIs, LCIs
e LHs que venha a adquirir.

O fundo é administrado pelo Banco J. Safra S.A. Seus
recursos serão aplicados pelo Administrador, de forma a proporcionar aos
cotistas remuneração superior à rentabilidade alvo, inclusive por meio do
aumento do valor patrimonial de suas cotas.

A carteira do JSRE11 será gerida pelo Administrador,
cabendo-lhe exclusivamente e independente da anuência dos cotistas, a
responsabilidade pela seleção, aquisição e alienação dos ativos alvo.

As cotas do 
JS Real Estate
Multigestão
 são negociadas com o código (ticker) 
JSRE11
 no mercado
de bolsa da B3 - Brasil, Bolsa e Balcão.

Sua taxa de administração é de 1,0% ao ano sobre o valor de
mercado médio do fundo. Os valores referentes a custódia, escrituração e gestão
já estão incluídos na taxa de administração.

A taxa de performance é de 20% sobre os rendimentos que
excederem 6% ao ano sobra base atualizada por IGPM.

A política de distribuição de 
rendimentos
do JSRE11 
deve distribuir a seus cotistas, no mínimo, 95% dos resultados
auferidos, apurados segundo o regime de caixa.

Os resultados auferidos no
semestre serão distribuídos aos cotistas, mensalmente, sempre no 15º dia útil
do mês subsequente ao do recebimento dos recursos pelo fundo, a título de
antecipação dos resultados do semestre a serem distribuídos.


FII JS Real Estate Multigestão – JSRE11


As aplicações realizadas no fundo
não contam com garantia do Administrador ou do Fundo Garantidor de Crédito, não
podendo o administrador ser responsabilizado por eventuais depreciações dos
ativos que compõem a carteira do fundo.

Portanto, é recomendado a leitura
cuidadosa do prospecto e do regulamento do fundo de investimento pelo
investidor ao aplicar seus recursos.

Para conferir outros dados e
indicadores do 
JSRE11
, continue navegando em nosso site. Temos todas as
informações necessárias disponíveis aqui.",https://www.fundsexplorer.com.br/funds/JSRE11,Investidores em Geral,Híbrido,100.335,Ativa,Indeterminado,Híbrido,BANCO J. SAFRA S.A.,03.017.677/0001-20,0300 105 12340800 772 5755,SAFRA.ASSET@SAFRA.COM.BR,https://www.safra.com.br/safra-asset/fundo-imobiliario/jscr11.htm,06/06/2011,,
JTPR11,JT Prev FII Desenvolvimento Habitacional,23.876.086/0001-16,JT Prev FII Desenvolvimento Habitacional,Fundo de Desenvolvimento,214.674,,https://www.fundsexplorer.com.br/funds/JTPR11,Investidor Qualificado,Residencial,8,Ativa,Indeterminado,Desenvolvimento para Venda,PLANNER CORRETORA DE VALORES SA,00.806.535/0001-54,(11) 2172-26000800 179 444(11) 2172-2667,inforegulatorio@planner.com.br,www.planner.com.br,16/11/2016,,
JURO11,SPARTA INFRA FIC FI INFRA RENDA FIXA CP,42.730.834/0001-00,SPARTA INFRA,Indefinido,,,https://www.fundsexplorer.com.br/funds/JURO11,,,,,,,,,,,,,,
KCRE11,KINEA CREDITAS FDO DE INV IMOBILIÁRIO,42.502.802/0001-40,FII KINEA CR,Indefinido,36.000.000,,https://www.fundsexplorer.com.br/funds/KCRE11,Investidores em Geral,Títulos e Valores Mobiliários,13.746,Ativa,Indeterminado,Renda,INTRAG DTVM LTDA.,62.418.140/0001-31,55 (11) 30726012,produtosestruturados@itau-unibanco.com.br,www.intrag.com.br,,,
KDIF11,KINEA INFRA - FDO INV COTAS FDO INC. INV INF RF CP,26.324.298/0001-89,KINEA INFRAF,Indefinido,,,https://www.fundsexplorer.com.br/funds/KDIF11,,,,,,,,,,,,,,
KDOL11,,,,,,,https://www.fundsexplorer.com.br/funds/KDOL11,,,,,,,,,,,,,,
KEVE11,EVEN II KINEA,32.317.313/0001-64,FII EVEN II,Fundo de Desenvolvimento,147.700,,https://www.fundsexplorer.com.br/funds/KEVE11,Investidor Qualificado,Residencial,454,Passiva,Determinado,Desenvolvimento para Venda,INTRAG DTVM LTDA.,62.418.140/0001-31,55 (11) 30726012,produtosestruturados@itau-unibanco.com.br,www.intrag.com.br,,,
KFEN11,KINEA FÊNIX,55.753.193/0001-43,KINEA FÊNIX,Indefinido,,,https://www.fundsexplorer.com.br/funds/KFEN11,,,,,,,,,,,,,,
KFOF11,FUNDO DE FDO INV IMOB KINEA FII,30.091.444/0001-40,FII KINEAFOF,Fundo de Fundos,7.014.565,"KFOF11: FUNDO DE FDO INV IMOB KINEA FII        


KFOF11 –
FII FOF Gestão Ativa 


KFOF11 é um fundo imobiliário do tipo papel FOF – Fundo de fundos.
Seus investimentos são destinados com prioridade nas aplicações em outros FIIs.

Fundos de fundos como o 
KFOF11 
são
reconhecidos pelo fato de serem bem diversificados justamente pelo fato de
aplicarem seus recursos em cotas de outros fundos imobiliários.

O 
FII
Kinea
 é um fundo de investimento imobiliário do tipo ANBIMA títulos e
valores mobiliários gestão ativa do segmento de títulos e valores mobiliários.
É constituído sob a forma de condomínio fechado, com prazo de duração
indeterminado, sendo regido por seu regulamento e pelas disposições legais que
lhe forem aplicáveis.


Características do fundo KFOF11


O 
Fundo Imobiliário Kinea 
foi constituído
em março de 2018 tendo por objeto o investimento em empreendimentos
imobiliários, preponderantemente, assim entendido como mais de 50% do
patrimônio líquido, através da aquisição de cotas de Fundos de Investimento
Imobiliário.

Adicionalmente,
poderá também investir em Certificados de Recebíveis Imobiliários (CRI), Letras
de Crédito Imobiliário (LCI), Letras Hipotecárias (LH), Letras Imobiliárias
Garantidas (LIG) e outros ativos financeiros, títulos e valores mobiliários.

O KFOF11
receberá recursos de investidores em geral, que busquem retorno de longo prazo,
compatível com sua política de investimento, que aceitem os riscos inerentes a
tal investimento e cujo perfil do investidor e ou sua política de investimento
possibilite o investimento em fundos de investimento imobiliários.

Sua
administração será exercida pela INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES
MOBILIÁRIOS LTDA., sociedade empresária limitada com sede na cidade de São
Paulo, habilitada para a administração de fundos de investimento.

As cotas do 
FII Kinea
 são negociadas com o
código (ticker) 
KFOF11
 no mercado de bolsa da B3 - Brasil,
Bolsa e Balcão.

Sua taxa de administração é de 0,92% ao ano sobre
patrimônio líquido. Performance: 20% da rentabilidade do fundo que exceder o IFIX,
ver item 7.4 do regulamento.

A política de distribuição
de 
rendimentos do KFOF11 
deve distribuir a seus cotistas, no
mínimo, 95% dos resultados auferidos, apurados segundo o regime de caixa.

A distribuição de rendimentos será realizada mensalmente, sempre
no 10º dia útil do mês subsequente ao do recebimento dos recursos, a título de
antecipação dos rendimentos do semestre a serem distribuídos.


FII Kinea - KFOF11


As aplicações realizadas no fundo não contam com garantia
do Administrador ou do Fundo Garantidor de Crédito, não podendo o administrador
ser responsabilizado por eventuais depreciações dos ativos que compõem a
carteira do fundo.

Portanto, é recomendado a leitura cuidadosa do prospecto e
do regulamento do fundo de investimento pelo investidor ao aplicar seus
recursos.

Para conferir outros dados e indicadores do 
KFOF11
,
continue navegando em nosso site. Temos todas as informações necessárias
disponíveis aqui.",https://www.fundsexplorer.com.br/funds/KFOF11,Investidores em Geral,Títulos e Valores Mobiliários,23.575,Ativa,Indeterminado,Títulos e Valores Mobiliários,INTRAG DTVM LTDA.,62.418.140/0001-31,55 (11) 30726012,produtosestruturados@itau-unibanco.com.br,www.intrag.com.br,,,
